normalized_title_data,normalized_abstract_data,labels
kinase inhibitor compounds and compositions and methods of use,"the present invention is directed to kinase inhibitor compounds having the following structure: or a stereoisomer, pharmaceutically acceptable salt, oxide, or solvate thereof, where r1, r2, x, n, r3, y, z, r4, r5, r6, and = are as defined herein. the present invention also relates to compositions containing the kinase inhibitor compounds, methods of inhibiting activity of a kinase in a cell, methods of increasing cell proliferation in a population of pancreatic beta cells, methods of treating a subject for a condition associated with insufficient insulin secretion, and methods of treating a subject for a neurological disorder.",1
benzalkonium-embedded mesostructured silica compositions and uses of same,"the present invention relates in one aspect to the discovery of novel mesoporous silica nanoparticles (msns) templated around and comprising benzalkonium chloride (bac). in certain embodiments, the bac-sio2 mesoporous nanoparticles are capable of sustained release of bac under acidic conditions, thereby acting as a long release antimicrobial agent. in other embodiments, the bac-sio2 mesoporous nanoparticles can be incorporated into a variety of consumer products as an antimicrobial agent additive, including for example, but not limited to, surgical dressings, bandages, deodorants, soaps, facial cleansers and industrial cleaners.",1
nanoparticle vaccine adjuvant and methods of use thereof,"non-liposome, non-micelle particles formed of a lipid, an additional adjuvant such as a tlr4 agonist, a sterol, and a saponin are provided. the particles are porous, cage-like nanoparticles, also referred to as nanocages, and are typically between about 30 nm and about 60 nm. in some embodiments, the nanocages include or are administered in combination with an antigen. the particles can increase immune responses and are particularly useful as adjuvants in vaccine applications and related methods of treatment. preferred lipids, additional adjuvants including tlr4 agonists, sterols, and saponins, methods of making the nanocages, and method of using them are also provided.",1
nanoparticle modification of human adipose-derived mesenchymal stem cells for treating brain cancer and other neurological diseases,"the presently disclosed subject matter provides compositions, methods, and kits for transfecting adipose-derived mesenchymal stem cells (amscs) in freshly extracted adipose tissue using nanoparticles comprising biodegradable polymers self-assembled with nucleic acid molecules. the presently disclosed subject matter also provides methods for treating a neurological disease in a patient in need thereof, the method comprising administering the amscs transfected with the nucleic acid molecules to the patient, wherein the nucleic acid molecules encode one or more bioactive molecules functional in the treatment of a neurological disease, particularly wherein the neurological disease is a brain tumor.",1
flexible piezoelectric devices for gastrointestinal motility sensing,"improvements in ingestible electronics with the capacity to sense physiologic and pathophysiologic states have transformed the standard of care for patients. yet despite advances in device development, significant risks associated with solid, non-flexible gastrointestinal transiting systems remain. here, we disclose an ingestible, flexible piezoelectric device that senses mechanical deformation within the gastric cavity. we demonstrate the capabilities of the sensor in both in vitro and ex vivo simulated gastric models, quantified its key behaviors in the gi tract by using computational modeling, and validated its functionality in awake and ambulating swine. our piezoelectric devices can safely sense mechanical variations and harvest mechanical energy inside the gastrointestinal tract for diagnosing and treating motility disorders and for monitoring ingestion in bariatric applications.",1
system and method for post-stroke rehabilitation and recovery using adaptive surface electromyographic sensing and visualization,"a system and method for rehabilitation and recovery using adaptive surface electromyographic sensing and visualization is disclosed. the system uses surface electromyography (semg) sensors to identify signals of intent from patients with physical disabilities and then uses these signals to interact with a computer system designed to create repetitive practice in a manner that promotes neurological recovery. a machine teaming module analyses body signals picked up during patient movement attempts and converts these body signals to a visual representation of the intended movement by way of a virtual body or virtual body part displayed on a computer display, display glasses, or the like. the system thus allows for very early patient therapy, providing early benefits to rehabilitation therapy not heretofore possible. the virtual reality or augmented reality environment provides a patient with very early visual reinforcement of beneficial muscle activation patterns.",1
dual flow generative computer architecture,"a machine learning architecture employs two machine learning networks that are joined by a statistical model allowing the imposition of a predetermined statistical model family into a learning process in which the networks translate between and data types. for example, the statistical model may enforce a gaussian conditional probability between the latent variables in the translation process. in one application, mri images may be translated into pet images with reduced mode collapse, blurring, or other “averaging” type behaviors.",1
dark-field microscope apparatus utilizing portable electronic communication device,"a mobile phone-based dark field microscope (mdfm) apparatus suitable for quantifying nanoparticle signals is provided. the mdfm apparatus includes an electrically operated light source, a dark-field condenser, a slide housing configured to receive an analytical slide, and an adapter housing configured to receive an objective lens and receive a portable electronic communication device. the slide housing positions the analytical slide between the objective lens and the dark-field condenser. the adapter housing registers the objective lens with a camera lens of the portable electronic communication device. a method for performing a biological quantitative study using the dark-field microscope apparatus is further provided.",1
methods for estimating mechanical properties from magnetic resonance elastography data using artificial neural networks,"magnetic resonance elastography (“mre”), or other imaging-based elastography techniques, generate estimates of the mechanical properties, such as stiffness and damping ratio, of tissues in a subject. a machine learning approach, such as an artificial neural network, is implemented to perform an inversion of displacement data in order to generate the estimates of the mechanical properties.",1
antenna apparatus including high permittivity materials (hpm) for radio frequency (rf) coils,"an antenna apparatus for a radio frequency (rf) coil to transmit signals to and to receive signal from a subject in a magnetic resonance imaging (mri) system includes a distal surface facing away from the subject, a proximal surface facing towards the subject, a high permittivity material (hpm) having a shape, and an antenna coupled to the hpm and positioned on the proximal surface such that the antenna is positioned between the hpm and the subject.",1
vaccine nanotechnology,"the present invention provides compositions and systems for delivery of nanocarriers to cells of the immune system. the invention provides vaccine nanocarriers capable of stimulating an immune response in t cells and/or in b cells, in some embodiments, comprising at least one immunomodulatory agent, and optionally comprising at least one targeting moiety and optionally at least one immunostimulatory agent. the invention provides pharmaceutical compositions comprising inventive vaccine nanocarriers. the present invention provides methods of designing, manufacturing, and using inventive vaccine nanocarriers and pharmaceutical compositions thereof. the invention provides methods of prophylaxis and/or treatment of diseases, disorders, and conditions comprising administering at least one inventive vaccine nanocarrier to a subject in need thereof.",1
method and apparatus for volumetric imaging,methods of volumetric imaging of a three-dimensional matrix of nucleic acids within a cell is provided. an automated apparatus for sequencing and volumetric imaging of a three-dimensional matrix of nucleic acids is provided.,1
step-function channelrhodopsins for optical control of cells,"the invention, in some aspects relates to light-activated ion channel molecules and methods for their use to alter cell activity and function. light-activated ion channel molecules of the invention can be administered to subjects, expressed in cells, and activated with light, to alter membrane potential in the cells, and can be used in methods for assaying compounds, treating diseases and conditions, compound screening and more.",1
cutting system for soft materials using replaceable blades,"a system may include a blade die, a first clamping caul positioned on a first side of the blade die, and a second clamping caul positioned on a second side of the blade die. a molding surface of the blade die and a molding surface of the first clamping caul may be configured to bend a first interchangeable blade positioned therebetween into a first shape in response to a first compression force. a second molding surface of the blade die and a molding surface of the second clamping caul may be configured to bend a second interchangeable blade positioned therebetween into a second shape in response to a second compression force.",1
apparatus and method for rotating shield brachytherapy,"methods and systems are described for a rotating shield brachytherapy device. as disclosed herein, the rotating shield brachytherapy (rsbt) apparatus may comprise a radiation source, a drive assembly, a catheter, and an applicator. the applicator can have an outer surface and opposed proximal and distal end portions and a longitudinal axis extending along a length of the catheter. the distal end portion of the catheter can comprise one or more radiation shields and is configured to receive the radiation source. the drive assembly can be configured to engage the proximal end portion of the catheter to selectively rotate the catheter about the longitudinal axis.",1
targeting bcl11a distal regulatory elements for fetal hemoglobin reinduction,provided herein are methods and compositions for increasing fetal hemoglobin levels in a cell by disrupting bcl11a expression at the genomic level. also provided herein are methods and compositions relating to the treatment of hemoglobinopathies by reinduction of fetal hemoglobin levels.,1
low affinity poly(ad-ribose) polymerase 1 dependent cytotoxic agents,"the present disclosure provides compounds of formula (i) or (ii), pharmaceutically acceptable salt, isotopic variant, stereoisomer, or a mixture thereof. also provided are pharmaceutical compositions comprising a compound, methods of treating a poly(adp-ribose)polymerase-1-mediated disease or disorder in a subject, methods of detecting a poly(adp-ribose)polymerase-1-mediated neurodegenerative disease or disorder, or methods of monitoring cancer treatment in a subject. in some embodiments, the poly(adp-ribose)polymerase-1-mediated disease or disorder is a neurodegenerative disease or cancer.",1
antiviral compounds,"the present application provides compounds and methods of treating viral infections, including viral infections caused by hiv or htlv.",1
"substituted imidazo[1,2-a]-pyridines as irak 1/4 and flt3 inhibitors","some embodiments of the invention include inventive compounds (e.g., compounds of formula (i)) and compositions (e.g., pharmaceutical compositions) which can be used for treating, for example, certain diseases. some embodiments include methods of using the inventive compound (e.g., in compositions or in pharmaceutical compositions) for administering and treating (e.g., diseases such as head and neck squamous cell carcinoma (hnscc), cancer, blood disorders, etc.). additional embodiments provide synergistic combinations of a bcl2 inhibitor with an irak inhibiting compound, and methods of using same.",1
poss nanocomposite hydrogel for 3d bioprinting,"provided is a bioink comprising a mixture comprising a collagen and a polysaccharide, and a polyhedral oligomeric silsesquioxane (poss), a hydrogel matrix formed from a bioink comprising a mixture comprising a collagen and a polysaccharide, and a polyhedral oligomeric silsesquioxane (poss), a 3d biomaterial scaffold comprising a hydrogel matrix of the disclosure as a first hydrogel layer and a hydrogel matrix of the disclosure as a second hydrogel layer, optionally having an intervening layer between the first hydrogel layer and the second hydrogel layer, and methods of forming and using same.",1
phosphorothioate-conjugated peptides and methods of using the same,"provided herein are, inter alia, nucleic acid-peptide conjugates including a non-cell penetrating protein attached at its c-terminus to a phosphorothioate nucleic acid. attachment of the phosphorothioate nucleic acid to the non-cell penetrating protein conveys stability to and allows for efficient intracellular delivery of the non-cell penetrating peptide. the nucleic acid-peptide conjugates provided herein including embodiments thereof are useful, inter alia, for the treatment of cancer, inflammatory disease, pain, and viral infection.",1
comprehensive vaccine design for commensal disease progression,provided are vaccine compositions and methods against streptococcus pneumoniae. the composition comprises liposomes which have polysaccharides from one or more serotypes and have proteins non-covalently attached to the surface and exposed to the exterior.,1
targeted gene disruption methods and immunogenic compositions,"targeted disruption of a specific gene and its subsequent restoration in obligate intracellular bacteria remains extremely challenging due to their absolute requirement for residence inside a host cell to replicate. here, targeted allelic exchange mutations were created to inactivate two genes and then to restore one of the two genes of a rickettsial pathogen, ehrlichia chaffeensis. these methods were then also successfully utilized in ehrlichia canis and anaplasma phagocyophilum. the resultant mutated pathogens are useful in immunogenic compositions for reducing the incidence of or severity of infection with ricksettsial pathogens.",1
genetically stable recombinant modified vaccinia ankara (rmva) vaccines and methods of preparation thereof,"a vaccine comprising an immunologically effective amount of recombinant modified vaccinia ankara (rmva) virus which is genetically stable after serial passage and produced by a) constructing a transfer plasmid vector comprising a modified h5 (mh5) promoter operably linked to a dna sequence encoding a heterologous foreign protein antigen, wherein the expression of said dna sequence is under the control of the mh5 promoter; b) generating rmva virus by transfecting one or more plasmid vectors obtained from step a) into wild type mva virus; c) identifying rmva virus expressing one or more heterologous foreign protein antigens using one or more selection methods for serial passage; d) conducting serial passage; e) expanding an rmva virus strain identified by step d); and f) purifying the rmva viruses from step e) to form the vaccine. one embodiment is directed to a fusion cytomegalovirus (cmv) protein antigen comprising a nucleotide sequence encoding two or more antigenic portions of immediate-early gene-1 or immediate-early gene-2 (iefusion), wherein the antigenic portions elicit an immune response when expressed by a vaccine.",1
lemd3 antagonizes tgf-beta-driven smad2/3 transcription in a stiffness-dependent fashion in both the nucleus and cytosol,methods and compositions for modulating transforming growth factor-beta (tgfβ) biological activity in a vertebrate subject in need thereof. the methods involve administering to the vertebrate subject an effective amount of a substance capable of modulating activity of lemd3 in the vertebrate subject to thereby modulate tgfβ biological activity in the vertebrate subject.,1
methods of attenuating an immune response by inhibition of bfl1,"the disclosure provides methods of modulating an immune response by inhibiting bfl1, and related methods for treating and preventing diseases and disorders characterized by inflammation, especially neutrophil induced inflammation.",1
compositions and methods for treating brain injury,"a method for treating a hyperhomocysteinemic subject having cerebral ischemic stroke generally includes administering to the hyperhomocysteinemic subject, following cerebral stroke, a composition that includes an inhibitor or an antagonist of a glun2a-containing n-methyl-d-aspartate receptor (nmdar) in an amount effective to ameliorate at least one symptom or clinical sign of cerebral stroke.",1
aav-crispr/cas9 genome editing of vegfr2 for treating ocular diseases,"editing of vegfr2 abrogated angiogenesis in two mouse models of oxygen-induced retinopathy (oir) and laser-induced choroid neovascularization (cnv). provided are compositions, e.g., adeno-associated virus (aav) vectors comprising sequences encoding crispr/cas9 proteins and guide rna, and methods of use thereof for editing of vascular endothelial growth factor receptor 2 (vegfr2) gene to treat ocular disease associated with pathological angiogenesis, e.g., neovascular age-related macular degeneration (amd), proliferative diabetic retinopathy (pdr) and retinopathy of prematurity (rop).",1
neural network architecture with concurrent uncertainty output,"a neural net processor provides twin processing paths trainable using different moments of the input data, one moment providing a proxy for uncertainty. subsequent operation of the trained neural net allows monitoring of the uncertainty proxy to provide real-time assessment of neural net model-based uncertainty.",1
optimization of gene sequences for protein expression,"gene sequences are tailored for protein expression by measuring ribosome dynamics, training a statistical model of the relationship between dna sequence and translation speed; and using this model to design an optimal dna sequence encoding a given protein.",1
methods of packaging multiple adeno-associated virus vectors,"provided herein are methods related to co-packaging of multiple raav particles, e.g., by introducing multiple nucleic acid vectors encoding proteins or polypeptides or rnas of interest into a single cell preparation.",1
quantitative dna-based imaging and super-resolution imaging,"the present disclosure provides, inter alia, methods and compositions (e.g., conjugates) for imaging, at high spatial resolution, targets of interest.",1
peptides and other agents for treating pain and increasing pain sensitivity,"described herein are peptides that can be used to treat pain or increase pain sensitivity in subject in need of treatment. additionally, peptides of the present disclosure can be administered with an analgesic agent and/or anesthetic agent. peptides of the present disclosure are suitable for use when a subject in need of treatment has an injury, a chronic disease, a chronic inflammation, morton's neuroma, operative/post-operative pain, or a combination thereof.",1
co-packaging to mitigate intermolecular recombination,the subject matter disclosed herein is generally directed to methods and compositions for stable transduction of target cells with libraries of genetic elements. the invention reduces intermolecular recombination between library elements and integration of multiple genetic elements.,1
nitrogen responsive transcription factors in plants,"methods for increasing or decreasing nitrogen (n) uptake/assimilation and/or usage in plants comprising over-expressing or repressing one or more transcription factors that have been identified by evaluating temoporal transcription of the tfs in response to n signaling and validated based on tf perturbation studies in plant cells and plants. combinations of tfs may be used, where each tf may be independently induced or repressed to achieve a desired increase or decrease in n uptake/assimilation.",1
isolated darobactin a analog compounds and compositions thereof,"embodiments of the present invention relate to a novel compound of formula (i) or stereoisomer, a tautomer, or a pharmaceutically acceptable salt thereof, for use in treatment of infection caused by gram-negative bacteria.",1
"microactuator systems, drainage devices equipped therewith, and methods of use","drainage devices and microactuator systems adapted to be incorporated into drainage devices to provide a self-clearing capability for reducing obstructions in the drainage devices and/or a self-monitoring capability to confirm the overall operating condition of the drainage devices and their microactuators. such a microactuator system includes a microactuator having a base, a cantilever comprising a flexure extending from the base and a plate structure at a distal end of the flexure, a sensing element on the flexure for sensing deflection of the cantilever, and a device for inducing an oscillating deflection of the cantilever relative to the base.",1
adeno-associated virus vector delivery of muscle specific micro-dystrophin to treat muscular dystrophy,"the invention provides gene therapy vectors, such as adeno-associated vims (aav) vectors, expressing a miniaturized human micro-dystrophin gene and method of using these vectors to express micro-dystrophin in skeletal muscle including diaphragm and cardiac muscle and to protect muscle fibers from injury, increase muscle strength and reduce and/or prevent fibrosis in subjects suffering from muscular dystrophy.",1
carbonyl containing compound high-throughput quantitative analysis using isobaric multiplex reagents,"the present invention provides a set of novel isobaric chemical tags, also referred herein as sugar (isobaric multiplex reagents for carbonyl containing compound). these labeling tags are compact and easy to synthesize at high yield and purity in just a few steps using commercially available starting materials. the tagging reagents of the present invention comprise: a) a reporter group, having at least one atom that is optionally isotopically labeled; b) a balancing group, also having at least one atom that is optionally isotopically labeled, and c) an aldehyde, ketone, or carboxylic acid reactive group. the multiplex sugar tags are able to react with an aldehyde, ketone, or carboxylic acid group of the molecule to be tagged, which offers the capability for labeling and quantitation of glycans, proteins/peptides, and fatty acids.",1
nucleic acids encoding kynurenine depleting enzymes,"methods and compositions related to the use of a protein with kynureninase activity are described. for example, in certain aspects there may be disclosed a modified kynureninase capable of degrading kynurenine. furthermore, certain aspects of the invention provide compositions and methods for the treatment of cancer with kynurenine depletion using the disclosed proteins or nucleic acids.",1
"compounds, conjugates, and compositions of epipolythiodiketopiperazines and polythiodiketopiperazines and uses thereof","the present disclosure provides, e.g., compounds, compositions, kits, methods of synthesis, and methods of use, involving epipolythiodiketopiperazines and polythiodiketopiperazines.",1
compounds for the treatment of acute organ injury,"disclosed herein are novel compounds and methods for the treatment of acute organ injury, including injuries resulting from ischemic events. the compounds may be used to treat organ including the brain, heart, or kidney, which have injured as a result of events such as stroke, cardiac arrest, traumatic brain injury, hemorrhagic shock, or subarachnoid hemorrhage.",1
photoreactive ligands and uses thereof,disclosed herein are methods for identifying proteins as targets for interaction with a small molecule ligand. also disclosed herein are small molecule ligands and compositions for use in profiling druggable proteins.,1
"methods and compositions for improving exercise endurance, performance, or tolerance","among the various aspects of the present disclosure is the provision of methods and compositions for improving exercise endurance, performance, or tolerance using an s1p inhibiting agent.",1
calibration method and system for photon or particle counting detectors,"the present invention provides a method of calibrating gamma-ray and photon counting detectors, including, but not limited to, monolithic crystal detectors. the method of the present invention is based on the observation that measurement of fan beam datasets allows the synthesis of collimated beam data to derive mdrfs by use of an algorithm that finds the common or intersecting data subsets of two or more orthogonal calibration datasets. this makes the calibration process very efficient while still allowing the full benefits of maximum-likelihood event-parameter estimation that incorporates the statistical nature of the light sensor measurements.",1
methods and compositions for the detection of infections,"disclosed are compositions and methods for the detection of a flavivirus infection. in some embodiments, the method comprises detecting a recent flavivirus infection by measuring the amount of anti-ns1 igg3. in other embodiments, the method comprises detecting a prior dengue virus infection in a subject previously immunized with a dengue virus vaccine comprising one or more non-dengue flavivirus proteins.",1
multiplex end-tagging amplification of nucleic acids,the present disclosure provides a method for assembly of genomic dna using multiplex end-tagging amplification of genomic fragments.,1
highly specific circular proximity ligation assay,"provided herein is a circular proximity ligation assay in which proximity-probes are employed as bridges to connect two free oligonucleotides via a dual ligation event, resulting in the formation of a circle. the circles are then quantified by, e.g., qpcr. the addition of an extra oligonucleotide is believed to enhance specificity by decreasing the probability of random background ligation events. in addition, circle formation may have selective advantages, as uncircularized dna can be removed by a simple exonuclease treatment and it has streamlined the workflow by eliminating preamplification prior to qpcr.",1
methods for the amplification of bisulfite-treated dna,"the methods, compositions, and kits of the disclosure provide a novel approach for a whole genome, unbiased dna analysis method that can be performed on limited amounts of dna. can be used to analyze dna to determine its modification status. aspects of the disclosure relate to a method for amplifying bisulfite-treated deoxyribonucleic acid (dna) molecules comprising: (a) ligating an adaptor to the dna molecules, wherein the adaptor comprises a rna polymerase promoter comprising bisulfite-protected cytosines; (b) treating the ligated dna molecules with bisulfite; (c) hybridizing the bisulfite-treated dna molecules with a primer; (d) extending the hybridized primer to make double stranded dna; and (e) in vitro transcribing the double-stranded dna to make rna.",1
multifocal photoacoustic microscopy through an ergodic relay,multifocal photoacoustic imaging systems and methods that implement an ergodic relay to encode photoacoustic signals detected from a plurality of illuminated optical foci regions.,1
compositions and methods for improved rna capture,disclosed herein are compositions and methods for detecting rna binding sites and rna interacting partners involving the use of a modified capture oligonucleotide having a dual toehold design.,1
methods of engineering human induced pluripotent stem cells to produce liver tissue,"methods are disclosed herein for producing human hepatocytes from human induced pluripotent stem cells. also provided are transgenic rats for the expansion of human hepatocytes, such as those produced using the methods disclosed herein.",1
small molecule inhibition of transcription factor sall4 and uses thereof,provided herein are compounds that interrupt the function of sall4. also described are pharmaceutical compositions and medical uses of these compounds.,1
catheter injectable cyclic peptide pro-gelators for myocardial tissue engineering,"cyclic peptide pro-gelator compositions, and methods of therapeutic use, which assemble into macromolecular hydrogel when administered through cleavage by endogenous enzymes upregulated at a site of tissue injury, such as a myocardial infarction.",1
ligands to cereblon (crbn),"disclosed are compounds with immunomodulatory activity, methods of making the compounds, pharmaceutical compositions containing the compounds, and methods of using the compounds to treat diseases or disorders characterized or mediated by dysfunctional protein activity.",1
biocatalytic synthesis of cryptophycin anticancer agents,"the disclosure provides cryptophycin intermediates, cryptophycin analogs, and cryptophycin chimeric molecules useful in treating cancer, as well as methods of producing these compounds and methods of treating cancer.",1
polydopamine decorated tobacco mosaic theranostic virus nanoparticles,"a nanoparticle for diagnostic, therapeutic, and/or theranostic applications includes a rod-shaped plant virus like particle (vlp), one or more gadolinium t1 contrast agents conjugated to an interior surface of the vlp, and a layer of polydopamine (pda) coated over a portion of the exterior surface of the vlp.",1
il-6 inhibitors and methods of treatment,"the instant invention describes compounds having il-6 modulating activity, and methods of treating diseases, disorders or symptoms thereof mediated by il-6.",1
method of treating mucopolysaccharidosis type iva,"disclosed are methods and compositions for determining immunodominant peptides of target enzymes used in enzyme replacement therapy for lysosomal storage disorders. more specifically disclosed are immunodominant peptides for n-acetylgalactosamine-6-sulfatase (galns). also disclosed are methods of inducing oral tolerance towards a target enzyme through oral administration of immunodominant peptides prior to commencing enzyme replacement therapy. more specifically disclosed is a method of inducing oral tolerance for galns, by orally administering specific immunodominant peptides for galns; in subjects suffering from mucopolysaccharidosis type iva prior to commencing enzyme replacement therapy using galns.",1
alpha-5 beta-1 inhibitors,"the disclosure provides, inter alia, alpha-5 beta-1 inhibitors, pharmaceutical compositions comprising alpha-5 beta-1 inhibitors, methods for treating diseases using alpha-5 beta-1 inhibitors, and processes for making alpha-5 beta-1 inhibitors.",1
reversing deficient hedgehog signaling restores deficient skeletal regeneration,"methods and compositions are provided for the therapeutic use of hedgehog agents, for enhancing bone growth and regeneration in diabetic or pre-diabetic patients, including repair following injury, osseointegration of implants, and the like. in some embodiments of the invention, the compositions are administered locally, e.g. by injection or implantation at the site of an injury.",1
peptide-polynucleotide-hyaluronic acid nanoparticles and methods for polynucleotide transfection,the present disclosure relates to nanoparticles and methods for polynucleotide transfection.,1
treatment of conditions associated with myotonic dystrophy,"disclosed are methods of treating a disorder or disease associated with myotonic dystrophy. methods of treating a cns dysfunction and/or cognitive impairment associated with myotonic dystrophy in a subject comprising administering a therapeutically effective amount of a gabaa receptor antagonist or inverse agonist to the subject are disclosed. methods of treating a myotonic dystrophy associated disease or disorder caused by mis-splicing of gabrg2 in a subject comprising administering a therapeutically effective amount of a gabaa receptor antagonist or inverse agonist to the subject are disclosed. methods of improving cognitive function or alertness in a subject having myotonic dystrophy comprising administering a therapeutically effective amount of a gabaa receptor antagonist or inverse agonist to the subject are disclosed. examples of the gabaa receptor antagonist or inverse agonist include flumazenil, clarithromycin, a fluoroquinolone, picrotoxin, bicuculline, gabazine, cicutoxin, oenan-thotoxin, pentylenetetrazol, ro15-4513, sarmazenil, amentoflavone, zinc, and any combination thereof.",1
aldose reductase inhibitors and uses thereof,"the present invention relates to novel compounds and pharmaceutical compositions thereof, and methods for promoting healthy aging of skin, the treatment of skin disorders, the treatment of cardiovascular disorders, the treatment of renal disorders, the treatment of angiogenesis disorders, such as cancer, treatment of tissue damage, such as non-cardiac tissue damage, the treatment of evolving myocardial infarction, and the treatment of various other disorders, such as complications arising from diabetes with the compounds and compositions of the invention. other disorders can include, but are not limited to, atherosclerosis, coronary artery disease, diabetic nephropathy, diabetic neuropathy, diabetic retinopathy, infections of the skin, peripheral vascular disease, stroke, and the like.",1
methods and apparatus for improving the image resolution and sensitivity of whole-body positron emission tomography (pet) imaging,"a positron emission tomography (pet) technique that can enhance the image resolution and system sensitivity of a clinical pet/ct scanner for imaging a whole body or a target region of a subject is provided. the system includes a detector array and a detector panel. the detector array includes an array of gamma ray detectors defining a field of view of a scanner and configured to detect at least one coincidence event. the detector panel includes an array of gamma ray detectors having a higher intrinsic spatial resolution than the detector array and positioned in closer proximity to a patient table than the detector array. the detector panel is positioned outside the field of view defined by the detector array during at least a portion of scanning by the pet system. the detector panel is configured to detect at least one coincidence event in cooperation with the detector array. the control unit is configured to control the detector array, the detector panel, and the patient bed to operate in cooperation with each other.",1
lipid-based nanoparticles for encapsulation and sustained release of therapeutic agents,"disclosed herein are nanoparticles comprising a lipid core comprising a sterol; and a complex comprising a cationic agent and a therapeutic agent, wherein the complex is encapsulated within the lipid core. methods to produce the nanoparticle comprise: combining a cationic agent, a therapeutic agent, and a first water-immiscible solvent with a first aqueous solution, thereby forming a mixture comprising a complex comprising the cationic agent and the therapeutic agent; combining the mixture with a second waterim-miscible solvent, thereby forming an aqueous phase and an organic phase, and separating the organic phase comprising the complex; combining the organic phase comprising the complex with a sterol and a first water-miscible organic solvent; and dispersing the complex in a second aqueous solution to form a herein disclosed nanoparticle. methods for treating a disease and for reducing nanoparticle burst rate are also disclosed.",1
machine learning based generation of ontology for structural and functional mapping,"a method may include applying, to a corpus of data, a first machine learning technique to identify candidate domains of an ontology mapping brain structure to mental function. the corpus of data may include textual data describing a plurality of mental functions and spatial data corresponding to a plurality of brain structures. a second machine technique may be applied to optimize a quantity of domains included in the ontology and/or a quantity of mental function terms included in each domain. the ontology may be applied to phenotype an electronic medical record and predict a clinical outcome for a patient associated with the electronic medical record. related systems and articles of manufacture, including computer program products, are also provided.",1
training system for artificial neural networks having a global weight constrainer,"an architecture for training the weights of artificial neural networks provides a global constrainer modifying the neuron weights in each iteration not only by the back-propagated error but also by a global constraint constraining these weights based on the value of all weights at that iteration. the ability to accommodate a global constraint is made practical by using a constrained gradient descent which approximates the error gradient deduced in the training as a plane, offsetting the increased complexity of the global constraint.",1
vista modulators for diagnosis and treatment of cancer,"the present disclosure relates to compositions and therapeutic methods for activating an immune response in a patient in need thereof. in a preferred embodiment, the subject methods and compositions are able to antagonize the activity of vista, a naturally occurring “checkpoint” protein which contributes to immune tolerance, optionally in combination with an antagonist of a second checkpoint pathway such as pd-1. for example, such methods and compositions may be suitable for preventing and treating colon cancer or another cancer. an exemplary vista antagonist, specifically, an anti-vista antibody, is demonstrated herein to activate an immune response against cancer cells in vitro and in vivo, thereby conferring protective anti-tumor immunity which decreased tumor burden. additionally, an additive benefit was observed when a vista antagonist was used in combination with a second checkpoint protein antagonist, specifically, an antibody against pd-1 ligand (pd-l1).",1
plasma autoantibody biomarkers for basal like breast cancer,"cancer patients make antibodies to tumor-derived proteins that are potential biomarkers for early detection. twenty-eight antigens have been identified as potential biomarkers for the early detection of basal-like breast cancer (tables 1, 2). also, a 13-aab classifier has been developed that differentiate patients with blbc from healthy controls with 33% sensitivity at 98% specificity (table 3).",1
spectral contrast optical coherence tomography angiography,"in an aspect, a method for imaging a target comprises steps of: performing optical coherence tomography (oct) scanning on the target with one or more beams of source light, the one or more beams of source light comprising a plurality of wavelengths; wherein performing oct scanning comprises: providing the source light to a reference optical path and to a sample optical path, wherein providing the source light to a sample optical path comprises illuminating the target with the source light; and recording interference data corresponding to an interaction of a light from the reference optical path and a light from the sample optical path; processing the interference data; and identifying blood or one or more blood-features in the target based on an optical attenuation of light in or associated with the sample optical path by the blood or the one or more blood-features.",1
microbial stem cell technology,"the present disclosure relates to microbial stem cell technology that enables a growing microbial culture to stably maintain two or more distinct cell types in a ratio that can be genetically programmed and/or dynamically controlled during cultivation. it is contemplated that embodiments described herein can be utilized to increase product yield in microbial fermentations and advanced engineering of biomaterials using genetically engineered microbial cells, among others.",1
fully humanized anti-platelet factor 4 antibodies that treat heparin-induced thrombocytopenia,provided herein are isolated antibodies or antibody fragments thereof that immunospecifically bind to platelet factor 4 (pf4). in some embodiments the isolated antibodies or antigen-binding fragments thereof comprise a light chain cdr and framework region comprising seq id no: 4 and a heavy chain cdr and framework region comprising seq id no: 10. also provided herein are methods for treating heparin-induced thrombocytopenia (hit) and methods for reducing the likelihood that subject will become afflicted with hit. further disclosed are uses of the isolated antibodies or antibody fragments in the treatment of hit or the manufacture of compositions for the treatment of hit.,1
spatial metagenomic characterization of microbial biogeography,the present disclosure provides for a method of determining microbial identities and/or abundances in a biological sample. the method may comprise: (a) immobilizing the biological sample in a matrix; (b) fracturing/breaking the matrix (that comprises the biological sample) into clusters; and (c) determining identities and/or abundances of microbes in the clusters.,1
il-37 fusion protein and methods of making and using same,"the disclosure provides interleukin 37 (il-37) fusion proteins, methods of making il-37 fusion proteins including constructs used to express il-37 fusion proteins, and methods of using il-37 fusion proteins. in some embodiments, the il-37 fusion protein includes amino acids 46-206 of isoform b of il-37 and a heavy chain portion of an antibody.",1
compounds for treating ilk-mediated diseases,"the present invention relates to compounds that are modulators of integrin linked kinase (ilk), and methods of treating diseases with such compounds. in certain embodiments, the compounds are within formulas i-vii (e.g., csbl-1). in some embodiments, the compounds are used to treat an ilk-mediated disease, such as cancer (e.g., triple negative breast cancer) or an inflammatory disease.",1
