title,abstract
Targeting Mcl-1 to enhance DNA replication stress sensitivity for cancer therapy,"This disclosure relates to inhibitors of Mcl-1 stimulated homologous recombination (HR) DNA repair and uses for treating cancer. In certain embodiments, this disclosure relates to methods of treating cancer comprising administering an inhibitor of Mcl-1 in combination with other anti-cancer agents, e.g., that induce DNA replication stress. In certain embodiments, this disclosure relates to methods of treating cancer comprising administering compounds disclosed herein in combination with hydroxyurea, olaparib, or combinations thereof."
Method for probing at least one binding site of a protein,"At least one binding site of a protein is probed by calculating a set of molecular dynamic trajectories of a protein-ligand complex family. At least one script is applied to the molecular dynamic trajectories to form a set of tensors, and at least one second script is applied to the set of tensors to integrate the set of tensors with experimental binding data corresponding to the protein-ligand complex family to form a primary image of the binding site, thereby probing the binding site of the protein."
Assay for quantifying polyphosphates,"Provided herein are compositions and methods for quantifying polyphosphates. In particular, provided herein are solution and substrate based assays for quantifying polyphosphates in complex samples."
Substituted quinazoline sulfonamides as thioredoxin interacting protein (TXNIP) inhibitors,"In one aspect, compounds and compositions that inhibit TXNIP expression and/or that lower hepatic glucose production and methods of identifying, making, and using same are disclosed. The disclosed compounds and compositions can be useful for disorders associated with elevated TXNIP and/or elevated glucagon levels such as, for example, diabetes and associated disorders. Further provided are methods for treating hyperlipidemia or fatty liver disease, optionally associated with elevated TXNIP and/or elevated glucagon levels. This abstract is intended as a scanning tool for purposes of searching in the particular art and is not intended to be limiting of the present invention."
ALX receptor ligands define a biochemical endotype for inflammation-based diseases,"A method to determine the severity of a disease of chronic inflammation in a patient, comprising the steps of (1) collection or preparation of a bodily fluid, tissue or lavage and (2) measurement of ALX receptor ligands or ALX receptor expression in the fluid, tissue, or lavage, wherein the level of ALX receptor ligands predicts a clinical outcome or choice of treatment modality, is disclosed."
"System, method, computer-accessible medium, and apparatus facilitating ultra-high resolution optical coherence tomography for automated detection of diseases","An exemplary system for generating an image(s) of a sample(s) can include, for example, an imaging arrangement that can include a superluminescent diode (SLD) configured to generate a radiation(s) to be provided to the sample(s), and a spectrometer configured to (i) sample an A-line sampling rate of at least about 200 kHz, (ii) receive a resultant radiation from the sample(s) based on the sampling rate, and (iii) generate information based on the resultant radiation, and a computer hardware arrangement configured to generate the image(s) of the sample(s) based on the information received from the spectrometer. The imaging arrangement can be an interferometric imaging arrangement, which can be an optical coherence tomography imaging (OCT) arrangement. The computer hardware arrangement can be further configured to facilitate a plurality of b-scan acquisitions of the sample(s) and facilitate the b-scan acquisitions in order to generate the image(s)."
Single-cell RNA sequencing using click-chemistry,"The present disclosure relates to a method of sequencing nascent RNA in a cell. In some embodiments, the nascent RNA is conjugated to DNA using copper-catalyzed azide-alkyne cycloaddition (CuAAC). Methods of the present disclosure can be used to generate genomic libraries of a cell and measure gene expression and enhancer and/or super-enhancer activity."
"System, method, and computer program product for detecting neurodegeneration using differential tractography","Described are a system, method, and computer program product for detecting neurodegeneration using differential tractography and treating neurological disorders accordingly. The method includes obtaining a first diffusion magnetic resonance imaging (MRI) scan of the brain of the patient and obtaining a plurality of diffusion MRI scans of a group of other brains. The method also includes generating a control diffusion MRI scan based on the plurality of diffusion MRI scans of the group of other brains. The method further includes determining a first anisotropy of first neural tracks of the first diffusion MRI scan and a second anisotropy of second neural tracks of the control diffusion MRI scan. The method further includes determining a differential by comparing the first anisotropy to the second anisotropy and identifying at least one neurological disorder based on the differential and a location of the first neural tracks in the brain of the patient."
Therapeutic anti-IgE antibodies and methods and compositions thereof,"Disclosed herein are anti-IgE antibodies having low binding affinity to human IgE and compositions and methods thereof. In some embodiments, the present invention provides a composition comprising one or more humanized low affinity anti-IgE antibodies (hLAAIGEs) and a pharmaceutically acceptable carrier. In some embodiments, the present invention provides a method of treating a subject for an IgE-mediated disorder, which comprises administering to the subject one or more hLAAIGEs or a composition thereof. In some embodiments, the IgE-mediated disorder is an allergic reaction."
Sensitive oligonucleotide synthesis using sulfur-based functions as protecting groups and linkers,"Embodiments for the synthesis of sensitive oligonucleotides as well as insensitive oligonucleotides are provided. Sulfur-based groups are used for the protection of exo-amino groups of nucleobases, phosphate groups and 2′—OH groups, and as cleavable linker for linking oligonucleotides to a support. Oligonucleotide syntheses are achieved under typical conditions using phosphoramidite chemistry with important modifications. To prevent replacing sulfur-based protecting groups by acyl groups via cap-exchange, special capping agents are used. To retain hydrophobic tag to assist RP HPLC purification, special phosphoramidites are used in the last synthetic cycle. With the sulfur-based groups for protection and linking, oligonucleotide deprotection and cleavage are achieved via oxidation followed by beta-elimination under mild conditions. Therefore, besides for insensitive oligonucleotide synthesis, the embodiments of the invention are capable for the synthesis of oligonucleotide analogs containing sensitive functional groups that cannot survive the harsh conditions used in prior art oligonucleotide synthesis technologies."
Chemical synthesis of the organoarsenical antibiotic arsinothricin,"The subject invention provides methods for the chemical synthesis of racemic arsinothricin (D,L-AST), the novel organoarsenical antibiotic. One is by condensation of the 2-chloroethyl(methyl)arsinic acid with acetamidomalonate, and the second involves reduction of the N-acetyl-protected derivative of hydroxyarsinothricin (AST-OH) and subsequent methylation of the resulting sodium salt of trivalent arsenic intermediate with methyl iodide. The enzyme AST N-acetyltransferase (ArsNl) was utilized to purify L-AST from racemic AST. This expedient chemical synthesis of AST provides a source of this novel antibiotic for future drug development."
Integrated fiber microneedle device for drug and vaccine delivery,Systems and methods are provided for fabricating microneedle arrays that includes electrospun fibers preferentially disposed within the microneedles of the array. Providing the electrospun fibers preferentially in the microneedles allows for more of a drug or other substance present in the fibers to be deposited into tissue or to provide other benefits. A mold for forming the microneedle arrays includes an insulating surface layer. The insulating surface layer affects the electric field during electrospinning such that electrospun fibers are deposited preferentially within the microneedle cavities of the mold relative to the surface of the mold. A bulk material can then be applied to the mold to form the bulk of the microneedles with electrospun fibers embedded within and a backing layer to which the microneedles are attached.
Methods of enhancing engraftment activity of hematopoietic stem cells,"Provided herein are methods for preparing hematopoietic stem cells (HSCs) having enhanced engraftment activity, for example, by contacting HSCs in the presence of a p38 MAPK inhibitor and a HIF-1a stabilizer."
"Bone-tendon graft biomaterial, use as a medical device and method of making same","The invention relates to a polyurethane bone-tendon graft biomaterial and method of making the bone-tendon graft biomaterial. The biomaterial has a gradient of mechanical properties through photocrosslinking such that a first end of the biomaterial is crosslinked at a higher degree than a second end, and the first end of the biomaterial has mechanical properties of bone and the second end of the biomaterial has mechanical properties of tendon."
Use of kinase inhibitors to manage tuberculosis and other infectious diseases,"This disclosure relates to the use of kinase inhibitor to treat or prevent infectious diseases such as tuberculosis. In certain embodiments, this disclosure relates to treating or preventing an infectious disease comprising administering an effective amount of a kinase inhibitor or other compound disclosed herein to a subject in need thereof. In certain embodiments, the disclosure relates to methods of treating or preventing tuberculosis comprising administering a kinase inhibitor to a subject in need thereof. In certain embodiments, the subject is diagnosed with Mycobacterium tuberculosis (Mtb) that is resistant to multiple antibiotic agents."
System and method for basis material decomposition with general physical constraint for multi-energy computed tomography,"A system and method is provided for performing material decomposition using a computed tomography (CT) system. The method includes acquiring CT imaging data of an object including data subsets corresponding to at least two different energy spectral bins and using the CT imaging data at each of the at least two different energy spectral bins to form a series of equations for basis material decomposition. The method also includes using a general physical constraint, which quantifies how each basis material in the object is mixed together to form the object, within the series of equations. The method also includes determining at least one basis material density of the object using the physical constraint and the CT imaging data and generating an image of the object using the CT imaging data and the mass densities of at least one basis material."
Methods of treating cells containing fusion genes by genomic targeting,"The present invention relates to methods for treating patients having cancer or a premalignant or neoplastic condition. It is based, at least in part, on the discovery that a genome editing technique that specifically targets a fusion gene can induce cell death in a cancer cell other than a prostate cancer cell, e.g., a hepatocellular cancer cell, having the fusion gene. The present invention provides methods for treating cancer patients that include performing a genome editing technique targeting a fusion gene present within one or more cells of a subject to produce an anti-cancer effect."
Immunogenic peptides specific to BCMA and TACI antigens,"This disclosure relates to immunogenic peptides that are specific to B-cell maturation antigen (BCMA) and Transmembrane activator and CAML interactor (TACI), and methods of use thereof."
"Bis-amines, compositions, and uses related to CXCR4 inhibition","This disclosure relates bis-amine compounds disclosed herein and uses related to CXCR4 inhibition. In certain embodiments, the compounds have formula I, salts, derivatives, and prodrugs thereof wherein, A is an bridging aryl or heterocyclyl and R1 and R2 are further disclosed herein. In certain embodiments, the disclosure contemplates pharmaceutical compositions comprising compounds disclosed herein. In certain embodiments, the disclosure relates to methods of treating or preventing CXCR4 related diseases or conditions by administering an effective amount of a compound disclosed herein to a subject in need thereof."
Killing senescent cells and treating senescence-associated conditions using a SRC inhibitor and a flavonoid,"Provided herein are methods and uses for treatment or prophylaxis of a senescent cell associated disease or disorder by administering a senolytic combination comprising dasatinib and quercetin or an analog thereof to a subject in need thereof. In certain embodiments, the senescent cell associated disease or disorder is a cardiovascular disease or disorder, inflanunatory disease or disorder, a pulmonary disease or disorder, a neurological disease or disorder, or a metabolic disease or disorder."
Therapeutic agents specifically delivered by exosomes for cancer treatment,"Provided herein are extracellular vesicle (EV) (a.k.a. exosome) compositions for specifically targeting the delivery of a therapeutic agent to particular cells and/or tissues in a subject, as well as methods of making and methods of using said compositions. The compositions and methods disclosed herein are useful for targeted drug delivery in the treatment of diseases in which a cell surface receptor is overexpressed, such as, for example, cancer."
RNA-guided human genome engineering,"A method of altering a eukaryotic cell is provided including transfecting the eukaryotic cell with a nucleic acid encoding RNA complementary to genomic DNA of the eukaryotic cell, transfecting the eukaryotic cell with a nucleic acid encoding an enzyme that interacts with the RNA and cleaves the genomic DNA in a site specific manner, wherein the cell expresses the RNA and the enzyme, the RNA binds to complementary genomic DNA and the enzyme cleaves the genomic DNA in a site specific manner."
Pathogen detection using next generation sequencing,"Embodiments are directed to systems and methods for pathogen detection using next-generation sequencing (NGS) analysis of a sample. Embodiments may apply alignment algorithms (e.g., SNAP and/or RAPSearch alignment algorithms) to align individual sequence reads from a sample in a next-generation sequencing (NGS) dataset against reference genome entries in a classified reference genome database. Embodiments of the present invention may include classifying, filtering, and displaying results to a clinician that can then quickly and easily obtain the results of the sequencing to identify a pathogen or other genetic material in a sample that is being tested. A negative sample and a corresponding database can be used to remove contaminants from a list of candidate pathogens. Thus, embodiments are directed to a system that is configured to filter the results of a sequencing alignment and classify a sample quickly."
Methods for assembly of tetracyclic compounds by stereoselective C9-C10 bond formation,"The present disclosure relates to stereodefined polycyclic (e.g., tetracyclic) compounds that contain quaternary centers at one or multiple ring fusions, synthetic methods for preparing such compounds, and methods of using such compounds to treat a disease, such as a brain tumor and, particularly, a glioma."
Treatment of Fuchs' endothelial corneal dystrophy,Described are compounds and methods useful in the treatment of Fuchs' Endothelial Corneal Dystrophy (FECD).
Enhanced organogenesis through manipulation of LIN28/LET-7/DIS3L2,"Described herein are methods of prolonging or reactivating organogenesis in a subject in need thereof (e.g., a subject that has impaired organ function such as a prematurely born infant). The methods comprise increasing the expression or activity of Lin28A or Lin28B proteins, inhibiting the expression or activity of let-7 family microRNAs, and/or inhibiting the expression or activity of Dis3L2 exonuclease."
Synthesis of 20-nor-salvinorin A,"The invention provides 20-nor-salvinorin A, an analog of the kappa-opioid agonist salvinorin A. The 20-nor-salvinorin A is an active kappa-opioid modulator and can be used for treatment of medical conditions wherein modulation of the kappa-opioid receptor is medically indicated, such as pain, pruritis, depression, or inflammation, or conditions implicating perception and consciousness. 20-nor-salvinorin A can be less additive when used in treatment compared to a mu-opioid receptor agonist, and 20-nor-salvinorin A is more stable in vivo than is parent compound salvinorin A. The invention further provides synthetic intermediates and procedures for preparation of 20-nor-salvinorin A."
Targeted delivery system and methods of use therefor,"Disclosed are peptides and peptidomimetics that in some embodiments include the amino acid sequence KRGARST or (SEQ ID NO: 1), AKRGARSTA or (SEQ ID NO: 2), or CKRGARSTC (SEQ ID NO: 3). Also disclosed are conjugates and compositions that include the peptides and/or peptidomimetics, methods for directing a moiety to tumor lymphatic vasculature, methods for imaging tumor lymphatic vasculature, methods for reducing or inhibiting tumor metastasis, methods for reducing the number of tumor lymphatic vessels, methods for treating cancer, methods for treating a disease or disorder associated with a gC1q/p32 receptor biological activity, methods for detecting the presence of a gC1q/p32 receptor, methods for detecting interactions between gC1q/p32 receptors and the presently disclosed conjugates and compositions, methods for delivering the presently disclosed conjugates and compositions to gC1q/p32 receptors, methods for assessing gC1q/p32 receptor levels in cells, methods for identifying subjects having diseases associated with gC1q/p32 receptor biological activities, and methods for screening for compounds that interact with gC1q/p32 receptors."
Decarboxylative cross-coupling and applications thereof,"Methods described herein enable the production of numerous molecular species through decarboxylative cross-coupling via use of photoredox and transition metal catalysts. For example, methods described herein enable the production of numerous molecular species through decarboxylative cross-coupling via use of photoredox and transition metal catalysts. A method described herein, in some embodiments, comprises providing a reaction mixture including a photoredox catalyst, a transition metal catalyst, a coupling partner and a substrate having a carboxyl group. The reaction mixture is irradiated with a radiation source resulting in cross-coupling of the substrate and coupling partner via a mechanism including decarboxylation, wherein the coupling partner is selected from the group consisting of a substituted aromatic compound and a substituted aliphatic compound."
Photosensitive cardiac rhythm modulation systems,"Photosensitive cardiac rhythm modulation structures and systems are described. A genetically-engineered tissue comprising a population of pacing cells expressing a photosensitive membrane transport mechanism that is responsive to light of a particular wavelength(s) combined with one or more of a light source, a power generator, and a sensor provides pacemaker and/or defibrillator function to a subject. The systems further provide in vitro model systems for electrophysiological studies."
Compounds and methods for the enhanced degradation of targeted proteins,"The present invention relates to bifunctional compounds, which find utility as modulators of targeted ubiquitination, especially inhibitors of a variety of polypeptides and other proteins which are degraded and/or otherwise inhibited by bifunctional compounds according to the present invention. In particular, the present invention is directed to compounds, which contain on one end a VHL ligand which binds to the ubiquitin ligase and on the other end a moiety which binds a target protein such that the target protein is placed in proximity to the ubiquitin ligase to effect degradation (and inhibition) of that protein. The present invention exhibits a broad range of pharmacological activities associated with compounds according to the present invention, consistent with the degradation/inhibition of targeted polypeptides."
Hemofilter for in vivo blood filtration,Hemofilters for in vivo filtration of blood are disclosed. The hemofilters disclosed herein provide an optimal flow of blood through the filtration channels while maintaining a pressure gradient across the filtration channel walls to enhance filtration and minimize turbulence and stagnation of blood in the hemofilter.
Protein translation inhibitors and uses thereof,Provided herein are protein translation inhibitors and pharmaceutical compositions thereof that bind to an RNA Recognition motif in heterogeneous ribonucleoprotein A18 to inhibit binding to mRNA transcripts thereby inhibiting protein synthesis. Also provided is a method for treating a cancer by administering a pharmaceutically acceptable amounts of at least one of the protein translation inhibitors.
Methods for treating and preventing neutrophil-derived net toxicity and thrombosis,"Embodiments of the technology described herein are based upon the discoveries that neutrophil extracellular traps (NETs) provide a stimulus for thrombus formation and that NETs are present in stored blood products. Accordingly, some embodiments relate to methods of treating and preventing toxicity of NETs and thrombosis caused by NETs. Additional embodiments are directed towards methods of treating stored blood products to prevent transfusion-related injuries."
Cancer therapy by degrading dual MEK signaling,"The discovery of mutant or fusion kinases that drive oncogenesis, and the subsequent approval of specific inhibitors for these enzymes, has been instrumental in the management of some cancers. However, acquired resistance remains a significant problem in the clinic, limiting the long-term effectiveness of most of these drugs. Herein is demonstrated a strategy to overcome this resistance through drug-induced MEK cleavage (via direct procaspase-3 activation) combined with targeted kinase inhibition. This combination effect is shown to be general across diverse tumor histologies (melanoma, lung cancer, and leukemia) and driver mutations (mutant BRAF or EGFR, fusion kinases EML4-ALK and BCR-ABL). Caspase-3-mediated degradation of MEK kinases results in sustained pathway inhibition and substantially delayed or eliminated resistance in cancer cells in a manner superior to combinations with MEK inhibitors. These data suggest the generality of drug-mediated MEK kinase cleavage as a therapeutic strategy to prevent resistance to targeted anticancer therapies."
Elimination of artifacts due to delivery of an electrical signal from neural recordings,"Artifacts due to delivery of an electrical signal (e.g., for neural stimulation or nerve block) can be eliminated from neural recordings. An activating stimulus (AS) can be applied by at least one neural electrode located at a first position within a body or a preparation proximal to a neural structure. The AS includes an electrical waveform configured to affect (e.g., stimulate or block) conduction in the neural structure. A counter stimulus (CS) can be applied by at least one electrode located at a second position within the body or the preparation remote from the neural structure. The CS includes an electrical waveform configured with a timing parameter and an amplitude parameter selected based on a feature of the AS. Artifacts due to the AS can be blocked by the CS during the neural recordings."
Detection of serum anti-FadA antibodies and related diagnostic methods,"The present invention relates to detecting serum anti-FadA antibodies in test samples from a patient. Additionally, aspects of the present invention provide the basis for detection of serum anti-FadA antibody levels from test samples and correlation with various conditions of clinical relevance."
"Methods, apparatuses, and systems for inductive heating of foreign metallic implants","Methods, apparatuses, systems, and implementations for inductive heating of a foreign metallic implant are disclosed. A foreign metallic implant may be heated via AMF pulses to ensure that the surface of the foreign metallic implant heats in a uniform manner. As the surface temperature of the foreign metallic implant rises, acoustic signatures may be detected by acoustic sensors that may indicate that tissue may be heating to an undesirable level approaching a boiling point. Once these acoustic signatures are detected, the AMF pulses may be shut off for a time period to allow the surface temperature of the implant to cool before applying additional AMF pulses. In this manner, the surface temperature of a foreign metallic implant may be uniformly heated to a temperature adequate to treat bacterial biofilm buildup on the surface of the foreign metallic implant without damaging surrounding tissue. The AMF pulse treatment can be combined with an antibacterial/antimicrobial treatment regimen to reduce the time and/or antibacterial dosage amount needed to remove the biofilm from the metallic implant."
Detection units and methods for detecting a target analyte,"The present application relates to detection units and methods for detecting one or more target analytes in a sample using a complex formed by a target and first and second probes, wherein the complex comprises an elongated region, a particle that is coupled to the first probe, and a solid support that is coupled to the second probe. Specific binding of a target analyte can be distinguished from non-specific binding of the particle by measuring the displacement of the particle."
Scalable method for isolation and sequence-verification of oligonucleotides from complex libraries,"A novel method for preparing sequence-verified oligonucleotides is disclosed. In particular, the invention relates to a simple, affordable, and scalable method that combines high-throughput mating of yeast clones, a unique selectable system for combining DNA sequences in yeast, and next-generation sequencing. This method allows sequence-verified oligonucleotides to be readily isolated from complex libraries."
Compositions and methods comprising digital signatures to predict response and resistance to targeted therapy and immunotherapy,The present invention relates to gene expression signatures that predict response and resistance to targeted therapy and immunotherapy.
Non-invasive measurement of fibrous cap thickness,A system including a hierarchical analytics framework that can utilize a first set of machine learned algorithms to identify and quantify a set of biological properties utilizing medical imaging data is provided. System can segment the medical imaging data based on the quantified biological properties to delineate existence of perivascular adipose tissue. The system can also segment the medical imaging data based on the quantified biological properties to determine a lumen boundary and/or determine a cap thickness based on a minimum distance between the lumen boundary and LRNC regions.
Fusion proteins and methods thereof,The invention discloses oncogenic fusion proteins. The invention provides methods for treating gene-fusion based cancers.
Middle east respiratory syndrome coronavirus neutralizing antibodies and methods of use thereof,The present invention provides antibodies that neutralize MERS-CoV and methods of use thereof. The invented antibody is used to treat MERS-CoV infections and symptoms thereof.
Compositions and methods for sulfation of carbohydrates,"In one aspect, the disclosure relates to a facile strategy to introduce electron-deficient aryl sulfate diesters to silylated hydroxyl groups of carbohydrates and amino acids, among other substrates, wherein selective hydrolysis and the removal of an electron-deficient aromatic group allows for the efficient generation of sulfated carbohydrates, peptides, and other compounds. The incorporation of electron-deficient aryl sulfate diesters in the early stage of the synthesis of glycans, peptides, and the like, disclosed herein avoids time-consuming protecting group manipulations, simplifies the purification of sulfated products, and improves the overall yield and efficiency. This abstract is intended as a scanning tool for purposes of searching in the particular art and is not intended to be limiting of the present disclosure."
Therapeutics for the treatment of glaucoma,"The present invention provides benzothiadiazine and chroman derivatives and particularly diazoxide and cromakalim derivatives for use in treating glaucoma, retinopathy, treating age related macular degeneration, treating, stabilizing and/or inhibiting blood and lymph vascularization, and reducing intraocular pressure by administering a pharmaceutically effective amount of a prodrug disposed in an ophthalmically acceptable carrier to the eye, wherein the prodrug specifically modulates a KATP channel to reduce an intraocular pressure."
Metabolically stable N-acylaminooxadiazoles useful as antibacterial agents,The present invention is related to the development of therapeutics and prophylactics for the treatment and/or prevention of bacterial infections in humans and other mammals. A new class of small molecules is disclosed that inhibits the bacterial trans-translation/ribosome rescue mechanism and thus blocks infection of host cells by bacteria. Also disclosed are methods of using the small molecule inhibitors in the treatment/prevention of bacterial infections.
Heterobifunctional compounds with improved specificity,"Disclosed are heterobifunctional compounds that effectuate selective degradation of a target protein, and which include a targeting ligand that binds a target protein and at least one other protein, a ligand that binds an E3 ubiquitin ligase or a component of E3 ubiquitin ligase, and a specificity modulating linker that links the first ligand and the second ligand. Pharmaceutical compositions containing the compounds, and methods of using and making the compounds are also disclosed."
Therapy delivery devices and methods for non-damaging neural tissue conduction block,"Devices and methods for blocking signal transmission through neural tissue. One step of a method includes placing a therapy delivery device into electrical communication with the neural tissue. The therapy delivery device includes an electrode contact having a high charge capacity material. A multi-phase direct current (DC) can be applied to the neural tissue without damaging the neural tissue. The multi-phase DC includes a cathodic DC phase and anodic DC phase that collectively produce a neural block and reduce the charge delivered by the therapy delivery device. The DC delivery can be combined with high frequency alternating current (HFAC) block to produce a system that provides effective, safe, long term block without inducing an onset response."
HDAC8 inhibitors for treating cancer,"Provided herein, inter alia, are compound and methods of treating cancer by inhibiting HDAC8."
"Piperazine-2,5-diones as TGF-beta inhibitors","The present disclosure is concerned with piperazine-2,5-diones that are capable of inhibiting TGF-β and methods of treating cancers such as, for example, multiple myeloma and a hematologic malignancy, and methods of treating fibrotic conditions using these compounds. This abstract is intended as a scanning tool for purposes of searching in the particular art and is not intended to be limiting of the present invention."
Compositions and methods for targeted delivery of therapeutic and/or diagnostic agents,"In one aspect, methods of targeted nanoparticles and cell delivery are described herein. In some embodiments methods described herein comprise coupling nanoparticles and cells to a carrier cell to form a nanoparticle-cell conjugate or cell-cell conjugate, disposing the nanoparticle-cell or cell-cell conjugate in a biological environment, and delivering the nanoparticles and cells to target cells or tissues located within the biological environment. The nanoparticles comprise a biodegradable photoluminescent polymer, and the nanoparticle-cell conjugate is formed using one or more click chemistry reaction products."
Methods and compositions for modulating the WNT-signaling pathway as treatments for inflammatory diseases,The present disclosure is directed to compositions and methods to treat the inflammatory response present in certain diseases and illnesses by modifying a dysregulation of one or more genes associated with the Wnt/β-catenin signaling pathway. Embodiments of the disclosure can provide methods for treating an inflammatory response in a patient by identifying the inflammatory response and modifying the inflammatory response.
"Gas-filled structures and related compositions, methods and systems to image a target site","Gas vesicles, protein variants and related compositions methods and systems for singleplexed and/or multiplexed ultrasound imaging of a target site in which a gas vesicle provides contrast for the imaging which is modifiable by application of a selectable acoustic collapse pressure value of the gas vesicle."
Bacterial inhibitors,"Peptides related to certain portions of the arginine deiminase enzyme from the bacterium Streptococcus cristatus are provided that disrupt the formation and composition of biofilms containing the oral pathogen Porphyromonas gingivalis, and also modulate the virulence of P. gingivalis. Pharmaceutical compositions containing such peptides and method of using the same are disclosed."
Compounds and compositions for treating fibrosis,"The present invention provides compounds and methods for treating, ameliorating, and/or preventing a MKP-5 modulated disease. In certain embodiments, the MKP-5 modulated disease is a fibrotic disease."
Targeted ionophore-based metal delivery,"The present disclosure provides ionophore compounds, which are useful for facilitating delivery of a metal ion to a cell, tissue or organ of interest. The present disclosure provides compositions comprising the subject ionophore compounds. The present disclosure provides methods of delivering a metal ion intracellularly to a target cell. The present disclosure also provides methods of treating a condition associated with a metal deficiency in an individual."
Cytosine-based TET enzyme inhibitors,"Provided herein, in some embodiments, are cytosine analogs, compositions comprising cytosine analogs, and methods of use for inhibiting a Ten-eleven translocation (TET) enzyme."
Antifibrotic compounds and uses thereof,"The present invention provides compounds having the general structural formula (I) and pharmaceutically acceptable derivatives thereof, as described generally and in classes and subclasses herein, and additionally provides pharmaceutical compositions thereof, and methods for the use thereof for the treatment of any of a number of conditions or diseases involving abnormal or excessive fibrosis."
Redox-activated pro-chelators,"Compositions of pro-chelator compounds are described herein. The pro-chelators may be activated in reducing conditions, such as in the intracellular space, so as to sequester metals such as iron. The pro-chelators may be used to target malignant cells or in the treatment in a condition associated with metal ion disregulation."
Parameterized model of 2D articulated human shape,"Disclosed are computer-readable devices, systems and methods for generating a model of a clothed body. The method includes generating a model of an unclothed human body, the model capturing a shape or a pose of the unclothed human body, determining two-dimensional contours associated with the model, and computing deformations by aligning a contour of a clothed human body with a contour of the unclothed human body. Based on the two-dimensional contours and the deformations, the method includes generating a first two-dimensional model of the unclothed human body, the first two-dimensional model factoring the deformations of the unclothed human body into one or more of a shape variation component, a viewpoint change, and a pose variation and learning an eigen-clothing model using principal component analysis applied to the deformations, wherein the eigen-clothing model classifies different types of clothing, to yield a second two-dimensional model of a clothed human body."
Compositions for stabilizing and delivering proteins,"Compositions for stabilizing and delivering proteins and/or other bioactive agents are disclosed. The bioactive agents are embedded or encapsulated in a crystalline matrix. Typically the bioactive agents are in the form of micro- or nanoparticles. The crystalline matrix confers enhanced stability to the agents embedded therein relative to other microparticulate or nanoparticulate bioactive agents. The carriers are especially useful for stabilizing bioactive macromolecules, such as proteins."
System and method for producing temporally resolved images depicting late-gadolinium enhancement with magnetic resonance imaging,"Systems and methods for late gadolinium enhancement (“LGE”) tissue viability imaging in a dynamic (e.g., temporally-resolved) manner using magnetic resonance imaging (“MRI”) are provided. Dynamic LGE images can be generated throughout the entire cardiac cycle at high temporal resolution in a single breath-hold. Dynamic, semi-quantitative longitudinal relaxation maps are acquired and retrospective synthetization of dynamic LGE images is implemented using those semi-quantitative longitudinal relaxation maps."
Three-dimensional imaging and modeling of ultrasound image data,The position and orientation of an ultrasound probe is tracked in three dimensions to provide highly-accurate three-dimensional bone surface images that can be used for anatomical assessment and/or procedure guidance. The position and orientation of a therapy applicator can be tracked in three dimensions to provide feedback to align the projected path of the therapy applicator with a desired path for the therapy applicator or to provide feedback to align the potential therapy field of a therapy applicator with a target anatomical site. The three-dimensional bone surface images can be fit to a three-dimensional model of the anatomical site to provide or display additional information to the user to improve the accuracy of the anatomical assessment and/or procedure guidance.
Single-molecule protein and peptide sequencing,"The present description provides methods, assays and reagents useful for sequencing proteins. Sequencing proteins in a broad sense involves observing the plausible identity and order of amino acids, which is useful for sequencing single polypeptide molecules or multiple molecules of a single polypeptide. In one aspect, the methods are useful for sequencing multiple polypeptides. The methods and reagents described herein can be useful for high resolution interrogation of the proteome and enabling ultrasensitive diagnostics critical for early detection of diseases."
Nucleic acid constructs and methods of use,"The present invention provides oligonucleotide constructs, sets of such oligonucleotide constructs, and methods of using such oligonucleotide constructs to provide validated sequences or sets of validated sequences corresponding to desired ROIs. Such validated ROIs and constructs containing these have a wide variety of uses, including in synthetic biology, quantitative nucleic acid analysis, polymorphism and/or mutation screening, and the like."
Nucleic acid constructs and methods of use,"The present invention provides oligonucleotide constructs, sets of such oligonucleotide constructs, and methods of using such oligonucleotide constructs to provide validated sequences or sets of validated sequences corresponding to desired ROIs. Such validated ROIs and constructs containing these have a wide variety of uses, including in synthetic biology, quantitative nucleic acid analysis, polymorphism and/or mutation screening, and the like."
LPS priming of stromal cells to generate LPS-specific exosome educated macrophages,The disclosure relates to an ex vivo generated population of educated macrophages specific to LPS and methods of making and using such macrophages.
Induction of hemogenic endothelium from pluripotent stem cells by forced expression of transcription factors,"Described herein are methods and related compositions for inducing differentiation of human pluripotent stem cells (hPSCs) into hemogenic endothelium with pan-myeloid potential or restricted potential, by forced expression in the hPSCs of a combination of transcription factors as described herein."
Inhibitors of platelet function and methods for use of the same,"Disclosed herein are small molecule inhibitors of platelet function, and methods of using the small molecules to treat diseases, such as platelet hemostasis and thrombosis. In particular, disclosed herein are compounds of Formula (I) and pharmaceutically acceptable salts thereof: wherein the substituents are as described."
Phototherapy device and system,A ring has an open top side and side walls that circumscribe a central region for receiving a phototherapy subject. The side walls include a work surface that is configured to receive visible light through the open top side and reflect the visible light toward the central region for phototherapy. The work surface includes a first surface that is a diffuse reflector and a second surface that is a specular reflector.
Micro-fabricated electrode arrays with flexible substrate for highly charge-efficient and selective stimulation of nerve tissue,"A method and apparatus of electrode interfaces for stimulating neurons and nerve cells that provides micro-fabricated electrode interfaces configured for conformal placement adjacent to neuron, nerves and neural tissue to thereby allow the neuron, nerves and neural tissue to grow around the electrode interfaces and allow for the creation depending on configuration of local or far electrical fields and current flows to stimulate them."
