title,abstract
MATERIALS AND METHODS FOR TREATMENT OF APOLIPOPROTEIN C3 (APOCIII)-RELATED DISORDERS,"The present application provides materials and methods for treating a patient with one or more conditions associated with APOCIII whether ex vivo or in vivo. In addition, the present application provides materials and methods for editing and/or modulating the expression of APOCIII gene in a cell by genome editing."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or component or transcriptional regulator of the MHC-I or MHC-II complex, at least one genetic modification that increases the expression of at least one polynucleotide that encodes a tolerogenic factor, and optionally at least one genetic modification that increases or decreases the expression of at least one gene that encodes a survival factor."
Materials and methods for treatment of autosomal dominant retinitis pigmentosa,"The present application provides materials and methods for treating a patient with autosomal dominant RP, both ex vivo and in vivo; materials and methods for editing a RHO gene in a human cell; and materials and methods for editing a P23H mutation in a RHO gene in a human cell. In addition, the present application provides one or more gRNAs or sgRNAs for editing a RHO gene; one or more gRNAs or sgRNAs for editing a P23H mutation in a RHO gene; and a therapeutic comprising at least one or more gRNAs or sgRNAs for editing a P23H mutation in a RHO gene. The present application provides a therapeutic for treating a patient with autosomal dominant RP. The present application provides a kit for treating a patient with autosomal dominant RP. In addition, the present application provides a self-inactivating CRISPR-Cas system."
MATERIALS AND METHODS FOR TREATMENT OF HEMOGLOBINOPATHIES,"The present application provides materials and methods for treating hemoglobinopathies. More specifically, the application provides methods for producing progenitor cells that are genetically modified via genome editing to increase the production of fetal hemoglobin (HbF), as well as modified progenitor cells (including, for example, CD34+ human hematopoietic stem cells) producing increased levels of HbF, and methods of using such cells for treating hemoglobinopathies such as sickle cell anemia and β-thalassemia."
MATERIALS AND METHODS FOR TREATMENT OF SPINOCEREBELLAR ATAXIA TYPE 2 (SCA2) AND OTHER SPINOCEREBELLAR ATAXIA TYPE 2 PROTEIN (ATXN2) GENE RELATED CONDITIONS OR DISORDERS,"The present disclosure provides materials and methods for treating a patient with one or more conditions or disorders associated with ATXN2 whether ex vivo or in vivo. For example, the present disclosure provides materials and methods for treating a patient with Spinocerebellar ataxia type 1 (SCA2). Also provided are materials and methods for editing a ATXN2 gene in a cell by genome editing. The present disclosure also provides materials and methods for altering the contiguous genomic sequence of a ATXN2 gene in a cell. In addition, the present disclosure provides one or more gRNAs for editing a ATXN2 gene. Also provided are therapeutics comprising at least one or more gRNAs for editing a ATXN2 gene. In addition, the present disclosure provides therapeutics for treating patients with a ATXN2 related condition or disorder."
"MATERIALS AND METHODS FOR TREATMENT OF MEROSIN-DEFICIENT COGENITAL MUSCULAR DYSTROPHY (MDCMD) AND OTHER LAMININ, ALPHA 2 (LAMA2) GENE RELATED CONDITIONS OR DISORDERS","The present application provides materials and methods for treating a patient with one or more conditions or disorders associated with LAMA2, both ex vivo or in vivo. For example, the present disclosure provides materials and methods for treating a patient with Merosin-deficient Cogenital Muscular Dystrophy (MDCMD). The present application also provides materials and methods for editing a LAMA2 gene in a cell by genome editing. The present application also provides materials and methods for altering a contiguous genomic sequence of a LAMA2 gene in a cell. In addition, the present application provides one or more gRNAs for editing a LAMA2 gene. The present application also provides a therapeutic comprising at least one or more gRNAs for editing a LAMA2 gene. In addition, the present application provides a therapeutic for treating a patient with a LAMA2 related condition or disorder."
MATERIALS AND METHODS FOR TREATMENT OF HEREDITARY HAEMOCHROMATOSIS,"Materials and methods for treating a patient with hereditary hemochromatosis (HHC), both ex vivo and in vivo, and materials and methods for modulating the expression, function, or activity of a haemochromatosis (HFE) gene in a cell by genome editing."
Materials and methods for engineering cells and uses thereof in immuno-oncology,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
MATERIALS AND METHODS FOR TREATMENT OF PAIN RELATED DISORDERS,"The present application provides materials and methods for treating a patient with one or more conditions associated with SCN9A whether ex vivo or in vivo. In addition, the present application provides materials and methods for editing and/or modulating the expression of SCN9A gene in a cell by genome editing."
COMPOSITIONS AND METHODS FOR GENE EDITING,"The present application provides materials and methods for treating a patient with one or more conditions associated with ANGPTL4 whether ex vivo or in vivo. In addition, the present application provides materials and methods for editing and/or modulating the expression of ANGPTL4 gene in a cell by genome editing."
MATERIALS AND METHODS FOR TREATMENT OF FRIEDREICH ATAXIA AND OTHER RELATED DISORDERS,"The present application provides materials and methods for treating a patient with one or more condition associated with FXN whether ex vivo or in vivo. In addition, the present application provides materials and methods for editing and/or modulating the expression of FXN gene in a cell by genome editing."
MATERIALS AND METHODS FOR ENGINEERING CELLS AND USES THEREOF IN IMMUNO-ONCOLOGY,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
MATERIALS AND METHODS FOR TREATMENT OF HEMOGLOBINOPATHIES,"Materials and methods for treating a patient with a hemoglobinopathy, both ex vivo and in vivo, and materials and methods for deleting, modulating, or inactivating a transcriptional control sequence of a BCL11A gene in a cell by genome editing."
MATERIALS AND METHODS FOR TREATMENT OF MYOTONIC DYSTROPHY TYPE 1 (DM1) AND OTHER RELATED DISORDERS,"The present application provides materials and methods for treating a patient with one or more conditions associated with DMPK whether ex vivo or in vivo. In addition, the present application provides materials and methods for editing and/or modulating the expression of DMPK gene in a cell by genome editing."
MATERIALS AND METHODS FOR TREATMENT OF HEMOGLOBINOPATHIES,"Materials and methods for treating a patient with a hemoglobinopathy, both ex vivo and in vivo, and materials and methods for deleting, modulating, or inactivating a transcriptional control sequence of a BCL11A gene in a cell by genome editing."
CRISPR-CAS SYSTEM MATERIALS AND METHODS,"The invention relates to Type II CRIS-PR-Cas systems of Cas9 enzymes, guide RNAs and associated specific PAMs."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or component or transcriptional regulator of the MHC-I or MHC-II complex, at least one genetic modification that increases the expression of at least one polynucleotide that encodes a tolerogenic factor, and optionally at least one genetic modification that increases or decreases the expression of at least one gene that encodes a survival factor."
GENE EDITING FOR HEMOPHILIA A WITH IMPROVED FACTOR VIII EXPRESSION,"Provided herein, in some embodiments, are materials and methods for treating hemophilia A in a subject ex vivo or in vivo. Also provided herein, in some embodiments, are materials and methods for knocking in a coding sequence encoding a synthetic FVIII having a B domain substitute into a genome."
Materials and methods for engineering cells and uses thereof in immuno-oncology,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
MATERIALS AND METHODS FOR ENGINEERING CELLS AND USES THEREOF IN IMMUNO-ONCOLOGY,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
Materials and methods for engineering cells and uses thereof in immuno-oncology,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
METHODS AND COMPOSITIONS FOR TREATING CANCER,"Provided herein, in some embodiments, are methods and compositions (e.g., cell compositions) for the treatment of cancer."
MATERIALS AND METHODS FOR ENGINEERING CELLS AND USES THEREOF IN IMMUNO-ONCOLOGY,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
Materials and methods for treatment of hereditary haemochromatosis,"Materials and methods for treating a patient with hereditary hemochromatosis (HHC), both ex vivo and in vivo, and materials and methods for modulating the expression, function, or activity of a haemochromatosis (HFE) gene in a cell by genome editing."
Materials and methods for engineering cells and uses thereof in immuno-oncology,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
METHODS AND COMPOSITIONS FOR TREATING CANCER,"Provided herein, in some embodiments, are methods and compositions (e.g., cell compositions) for the treatment of cancer."
MATERIALS AND METHODS FOR ENGINEERING CELLS AND USES THEREOF IN IMMUNO-ONCOLOGY,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes a survival factor, wherein the genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein said genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes a survival factor, wherein the genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein said genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near at least one gene that encodes a survival factor, wherein the genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein said genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor."
MATERIALS AND METHODS FOR ENGINEERING CELLS AND USES THEREOF IN IMMUNO-ONCOLOGY,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
ALLOGENEIC CELL THERAPY OF B CELL MALIGNANCIES USING GENETICALLY ENGINEERED T CELLS TARGETING CD19,"A population of genetically engineered immune cells (e.g., T cells), which express a chimeric antigen receptor (CAR) specific to CD19 and contain a disrupted TRAC gene, a disrupted B2M gene, or both, for use in treating a B cell malignancy."
COMPOSITIONS AND METHODS FOR GENE EDITING BY TARGETING TRANSFERRIN,"Provided include compositions, methods, and systems for modulating the expression, function, and/or activity of a target gene, for example a blood-clotting protein such as Factor VIII (FVIII), in a cell by genome editing. Also provided include compositions, methods, and systems for treating a subject having or suspected of having a disorder or health condition, e.g., Hemophilia A, employing ex vivo and/or in vivo genome editing."
Methods and compositions for treating cancer,"Provided herein, in some embodiments, are methods and compositions (e.g., cell compositions) for the treatment of cancer. The methods and compositions involve genetically engineered immune cells (e.g., T cells), in which the endogenous CD70 gene is disrupted by genetic editing, for example, the CRISPR/Cas9 gene editing technology."
Compositions and methods for genomic editing by insertion of donor polynucleotides,"The present disclosure provides donor polynucleotides, genome editing systems, methods, pharmaceutical compositions, and kits which correct or induce a mutation that causes Glycogen Storage Disease 1a in a genomic DNA (gDNA) molecule in a cell. In some embodiments the present disclosure provides donor polynucleotides comprising two strands capable of correcting a mutation that causes Glycogen Storage Disease 1a."
ANTI-CD33 IMMUNE CELL CANCER THERAPY,"Provided herein, in some embodiments, are methods and compositions (e.g., cell compositions) for the treatment of cancer, such as CD33+ malignancies."
ALLOGENEIC CELL THERAPY OF B CELL MALIGNANCIES USING GENETICALLY ENGINEERED T CELLS TARGETING CD19,"A population of genetically engineered immune cells (e.g., T cells), which express a chimeric antigen receptor (CAR) specific to CD19 and contain a disrupted TRAC gene, a disrupted B2M gene, or both, for use in treating a B cell malignancy."
Allogeneic cell therapy of B cell malignancies using genetically engineered T cells targeting CD19,"A population of genetically engineered immune cells (e.g., T cells), which express a chimeric antigen receptor (CAR) specific to CD19 and contain a disrupted TRAC gene, a disrupted B2M gene, or both, for use in treating a B cell malignancy."
MATERIALS AND METHODS FOR TREATMENT OF SPINOCEREBELLAR ATAXIA TYPE 1 (SCA1) AND OTHER SPINOCEREBELLAR ATAXIA TYPE 1 PROTEIN (ATXN1) GENE RELATED CONDITIONS OR DISORDERS,"The present disclosure provides materials and methods for treating a patient with one or more conditions or disorders associated with ATXN1 whether ex vivo or in vivo. For example, the present disclosure provides materials and methods for treating a patient with Spinocerebellar ataxia type 1 (SCA1). Also provided are materials and methods for editing a ATXN1 gene in a cell by genome editing. The present disclosure also provides materials and methods for altering the contiguous genomic sequence of a ATXN1 gene in a cell. In addition, the present disclosure provides one or more gRNAs for editing a ATXN1 gene. Also provided are therapeutics comprising at least one or more gRNAs for editing a ATXN1 gene. In addition, the present disclosure provides therapeutics for treating patients with a ATXN1 related condition or disorder."
Materials and methods for treatment of primary hyperoxaluria type 1 (PH1) and other alanine-glyoxylate aminotransferase (AGXT) gene related conditions or disorders,"The present application provides materials and methods for treating a patient with one or more conditions or disorders associated with AGXT, both ex vivo or in vivo. For example, the present disclosure provides materials and methods for treating a patient with Primary Hyperoxaluria Type 1 (PH1). The present application also provides materials and methods for editing an AGXT gene in a cell by genome editing. The present application also provides materials and methods for altering a contiguous genomic sequence of an AGXT gene in a cell. In addition, the present application provides one or more gRNAs for editing an AGXT gene. The present application also provides a therapeutic comprising at least one or more gRNAs for editing an AGXT gene. In addition, the present application provides a therapeutic for treating a patient with an AGXT related condition or disorder."
ENGINEERED CELLS WITH IMPROVED PROTECTION FROM NATURAL KILLER CELL KILLING,"Provided herein are cells engineered to have improved protection against natural killer cell killing. The cells are engineered to comprise an insertion of a polynucleotide encoding SERPINB9. Also provided herein are methods of making the engineered cells and therapeutic uses of the engineered cells. The engineered cells can also comprise at least one genetic modification within or near at least one gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or component or transcriptional regulator of the MHC-I or MHC-II complex, at least one genetic modification that increases the expression of at least one polynucleotide that encodes a tolerogenic factor, and optionally at least one genetic modification that increases or decreases the expression of at least one gene that encodes a survival factor. The engineered cells can be stem cells and the engineered stem cells can be differentiated into various lineages having protection against NK cell killing."
Materials and methods for engineering cells and uses thereof in immuno-oncology,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating the genetically modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor and/or survival factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes a survival factor, wherein the genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor and/or a different survival factor."
REGULATABLE EXPRESSION SYSTEMS,"Provided herein are regulatable expression systems and methods of using said regulatable expression systems to express proteins of interest. The regulatable expression systems comprise a unidirectional regulatable promoter operably linked to a single transcription unit encoding a protein of interest, a ribosome skip, and a transactivator protein."
Materials and methods for treatment of friedreich ataxia and other related disorders,"The present application provides materials and methods for treating a patient with one or more condition associated with FXN whether ex vivo or in vivo. In addition, the present application provides materials and methods for editing and/or modulating the expression of FXN gene in a cell by genome editing."
MATERIALS AND METHODS FOR ENGINEERING CELLS AND USES THEREOF IN IMMUNO-ONCOLOGY,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
Universal donor cells,"Genetically modified cells that are compatible with multiple subjects, e.g., universal donor cells, and methods of generating said genetic modified cells are provided herein. The universal donor cells comprise at least one genetic modification within or near a gene that encodes one or more MHC-I or MHC-II human leukocyte antigens or a component or a transcriptional regulator of a MHC-I or MHC-II complex, wherein genetic modification comprises an insertion of a polynucleotide encoding a tolerogenic factor and/or survival factor. The universal donor cells may further comprise at least one genetic modification within or near a gene that encodes a survival factor, wherein said genetic modification comprises an insertion of a polynucleotide encoding a second tolerogenic factor and/or a different survival factor."
RNA-programmable endonuclease systems and their use in genome editing and other applications,"Aspects of this invention inter alia relate to novel systems for targeting, editing or manipulating DNA in a cell, comprising one or more heterologous vector(s) encoding a SluCas9 nuclease from Staphylococcus lugdunensis or variants thereof, and one or more guide RNAs (gRNAs), or a SluCas9 nuclease or variant thereof and one or more gRNAs."
Codon optimization for titer and fidelity improvement,The invention provides methods for producing a protein in a cell free protein synthesis system such that the protein does not contain an asparagine (Asn or N) residue at serine (Ser or S) positions. Also provided are compositions and nucleic acid templates for use in the methods described herein.
Gene-edited natural killer cells,"The present invention relates to, inter alia, an engineered cell (e.g., iPSC, IPS-derived NK, or NK cell) comprising a disrupted B2M gene and an inserted polynucleotide encoding one or more of SERPINB9, a fusion of IL15 and IL15Rα, and/or HLA-E. The engineered cell can further comprise a disrupted CIITA gene and an inserted polynucleotide encoding a CAR, wherein the CAR can be an anti-BCMA CAR or an anti-CD30 CAR. The engineered cell may further comprise a disrupted ADAM17 gene, a disrupted FAS gene, a disrupted CISH gene, and/or a disrupted REGNASE-1 gene. Methods for producing the engineered cells are also provided, and therapeutic uses of the engineered cells are also described. Guide RNA sequences targeting described target sequences are also described."
Materials and methods for treatment of Spinocerebellar Ataxia Type 1 (SCA1) and other Spinocerebellar Ataxia Type 1 Protein (ATXN1) gene related conditions or disorders,"The present disclosure provides materials and methods for treating a patient with one or more conditions or disorders associated with ATXN1 whether ex vivo or in vivo. For example, the present disclosure provides materials and methods for treating a patient with Spinocerebellar ataxia type 1 (SCA1). Also provided are materials and methods for editing a ATXN1 gene in a cell by genome editing. The present disclosure also provides materials and methods for altering the contiguous genomic sequence of a ATXN1 gene in a cell. In addition, the present disclosure provides one or more gRNAs for editing a ATXN1 gene. Also provided are therapeutics comprising at least one or more gRNAs for editing a ATXN1 gene. In addition, the present disclosure provides therapeutics for treating patients with a ATXN1 related condition or disorder."
Formulations for drying bacterial cell extracts,"This invention provides for an improved method of stabilizing freeze dried bacterial extracts with a carbohydrate lyoprotectant such that the extracts can be for use in cell free protein synthesis. Also provided herein are formulations for stable, freeze dried bacterial extracts that when stored at room temperature retain at least about 70% protein synthesis activity compared to undried frozen bacterial extracts."
"Modified Fc proteins comprising site-specific non-natural amino acid residues, conjugates of the same, methods of their preparation and methods of their use","Provided herein are modified Fc proteins comprising non-natural amino acid residues at site-specific positions, conjugates of the modified Fc proteins for therapy or diagnosis, compositions comprising the modified Fc proteins and conjugates thereof, methods of their production and methods of their use. The modified Fc proteins and conjugates are useful for methods of treatment and prevention, methods of detection and methods of diagnosis."
Use of lambda-gam protein in ribosomal display technology,"Methods and systems for increasing the stability of a nucleic acid template that encodes a protein of interest in a cell free translation system or a ribosomal display reaction system are described. In some embodiments, the nucleic acid template is an RNA or mRNA. The stability of the RNA template is increased by adding the bacteriophage lambda protein Gam to the cell free extract used in the translation system. The addition of Gam protein increases the longevity of the reaction system, thereby increasing the efficiency of the ribosomal display reaction system."
MATERIALS AND METHODS FOR ENGINEERING CELLS AND USES THEREOF IN IMMUNO-ONCOLOGY,"Materials and methods for producing genome-edited cells engineered to express a chimeric antigen receptor (CAR) construct on the cell surface, and materials and methods for genome editing to modulate the expression, function, or activity of one or more immuno-oncology related genes in a cell, and materials and methods for treating a patient using the genome-edited engineered cells."
"Anti-folate receptor antibody conjugates, compositions comprising anti-folate receptor antibody conjugates, and methods of making and using anti-folate receptor antibody conjugates","The present disclosure relates to antibody conjugates with binding specificity for folate receptor alpha (FOLR1) and its isoforms and homologs, and compositions comprising the antibody conjugates, including pharmaceutical compositions. Also provided are methods of producing the antibody conjugates and compositions as well as methods of using the antibody conjugates and compositions, such as in therapeutic and diagnostic methods."
Expression of biologically active proteins in a bacterial cell-free synthesis system using bacterial cells transformed to exhibit elevated levels of chaperone expression,"The present disclosure describes methods and systems for improving the expression of a properly folded, biologically active protein of interest in a cell free synthesis system. The methods and systems use a bacterial cell free extract having an active oxidative phosphorylation system, and include an exogenous protein chaperone. The exogenous protein chaperone can be expressed by the bacteria used to prepare the cell free extract. The exogenous protein chaperone can be a protein disulfide isomerase and/or a peptidyl-prolyl cis-trans isomerase. The inventors discovered that the combination of a protein disulfide isomerase and a peptidyl-prolyl cis-trans isomerase produces a synergistic increase in the amount of properly folded, biologically active protein of interest."
"Antibodies comprising site-specific non-natural amino acid residues, methods of their preparation and methods of their use","Provided herein are antibodies comprising non-natural amino acid residues at site-specific positions, compositions comprising the antibodies, methods of their production and methods of their use. The antibodies are useful for methods of treatment and prevention, methods of detection and methods of diagnosis."
Modified amino acids,"Provided herein are modified amino acids comprising an azido group, polypeptides, antibodies and conjugates comprising the modified amino acids, and methods of producing the polypeptides, antibodies and conjugates comprising the modified amino acids. The polypeptides, antibodies and conjugates are useful in methods of treatment and prevention, methods of detection and methods of diagnosis."
"Anti-PD-1 antibodies, compositions comprising anti-PD-1 antibodies and methods of using anti-PD-1 antibodies","Provided herein are antibodies that selectively bind to PD-1 and its isoforms and homologs, and compositions comprising the antibodies. Also provided are methods of using the antibodies, such as therapeutic and diagnostic methods."
"Antibodies with engineered CH2 domains, compositions thereof and methods of using the same","The present disclosure relates to antibodies and antibody conjugates having one or more site-specific mutations in the CH2 domain of the heavy chain. The antibody variants disclosed herein can have improved characteristics (e.g., thermal stability, antibody yields, antibody titers, cell-killing) relative to a parent or wild type antibody, including aglycosylated parent or wild type antibodies. Pharmaceutical compositions, diagnostic compositions and kits comprising the same, as well as methods of using these compositions and kits for therapeutic and diagnostic purposes, are also described."
"Anti-CD74 antibodies, compositions comprising anti-CD74 antibodies and methods of using anti-CD74 antibodies","Provided herein are antibodies that selectively bind to CD74 and its isoforms and homologs, and compositions comprising the antibodies. Also provided are methods of using the antibodies, such as therapeutic and diagnostic methods."
Hemiasterlin derivatives for conjugation and therapy,"Provided herein are hemiasterlin derivatives, conjugates thereof, compositions comprising the derivatives or conjugates thereof, methods of producing the derivatives and conjugates thereof, and methods of using the derivatives, conjugates, and compositions for the treatment of cell proliferation. The derivatives, conjugates, and compositions are useful in methods of treatment and prevention of cell proliferation and cancer, methods of detection of cell proliferation and cancer, and methods of diagnosis of cell proliferation and cancer. In an embodiment, the hemiasterlin derivatives are according to Formula 1000: or a pharmaceutically acceptable salt, solvate, or tautomer thereof, wherein Ar, L, W1, W4, W5, SG, and R are as described herein."
"Anti-Tim-3 antibodies, compositions comprising anti-Tim-3 antibodies and methods of making and using anti-Tim-3 antibodies","Provided herein are antibodies that selectively bind to Tim-3 and its isoforms and homologs, and compositions comprising the antibodies. Also provided are methods of using the antibodies, such as therapeutic and diagnostic methods."
"Anti-EpCAM antibodies, compositions comprising anti-EpCAM antibodies and methods of making and using anti-EpCAM antibodies","Provided herein are antibodies that selectively bind to EpCAM and its isoforms and homologs, and compositions comprising the antibodies. Also provided are methods of using the antibodies, such as therapeutic and diagnostic methods."
Formulations for drying bacterial cell extracts,"This invention provides for an improved method of stabilizing freeze dried bacterial extracts with a carbohydrate lyoprotectant such that the extracts can be for use in cell free protein synthesis. Also provided herein are formulations for stable, freeze dried bacterial extracts that when stored at room temperature retain at least about 70% protein synthesis activity compared to undried frozen bacterial extracts."
"Antibodies comprising multiple site-specific non-natural amino acid residues, methods of their preparation and methods of their use","Provided herein are antibodies comprising multiple non-natural amino acid residues at site-specific positions, compositions comprising the antibodies, methods of their production and methods of their use. The antibodies are useful for methods of treatment and prevention, methods of detection and methods of diagnosis."
Proteolytic inactivation of select proteins in bacterial extracts for improved expression,"The present disclosure provides modified proteins that are capable of being cleaved by the protease OmpT1. The proteins can be modified in an exposed surface motif to incorporate OmpT1 cleavage sites. Also provided are nucleic acids encoding the modified proteins, bacterial cells that express the modified proteins, and cell free synthesis systems containing modified RF1. The disclosure further provides methods for reducing the deleterious activity of a modified protein in a cell free synthesis system by contacting the modified protein with OmpT1. Also provided are methods for reducing RF1 competition at an amber codon in the cell free synthesis system, and methods for expressing a protein in the cell free synthesis system. The modified proteins of the invention can be used to increase the yield of proteins having non-natural amino acids incorporated at an amber codon."
Modified amino acids,"Provided herein are modified amino acids comprising an azido group, polypeptides, antibodies and conjugates comprising the modified amino acids, and methods of producing the polypeptides, antibodies and conjugates comprising the modified amino acids. The polypeptides, antibodies and conjugates are useful in methods of treatment and prevention, methods of detection and methods of diagnosis."
strains having an oxidative cytoplasm,"This disclosure provides an E. coli strain, which lacks thioredoxin reductase activity encoded by trxB and thioredoxin 1 activity encoded by trxA, and glutathione reductase activity encoded by gor. Said E. coli strain expresses a mutated AhpC protein having glutathione reductase activity and a cytosolic prokaryotic disulfide isomerase. The E. coli strain has an oxidative cytosol and can be used to efficiently produce proteins having disulfide bonds."
ANTI-BCMA ANTIBODY CONJUGATES,"The present disclosure relates to antibody conjugates with binding specificity for BCMA (BCMA) and its isoforms and homologs, and compositions comprising the antibody conjugates, including pharmaceutical compositions. Also provided are methods of producing the antibody conjugates and compositions as well as methods of using the antibody conjugates and compositions, such as in therapeutic and diagnostic methods."
Methods related to engineered erythoid cells comprising 4-1BBL,"The invention includes compositions and methods related to multimodal therapies, e.g., for treating a cancer. A multimodal therapy described herein provides and/or administers a plurality of agents that function in a coordinated manner to provide a therapeutic benefit to a subject in need thereof, e.g., a subject having a cancer."
Compositions and methods related to engineered erythroid cells comprising IL-15,"The invention includes compositions and methods related to multimodal therapies, e.g., for treating a cancer. A multimodal therapy described herein provides and/or administers a plurality of agents that function in a coordinated manner to provide a therapeutic benefit to a subject in need thereof, e.g., a subject having a cancer."
Compositions and methods related to multimodal therapeutic cancer indications,"The invention includes compositions and methods related to multimodal therapies, e.g., for treating a cancer. A multimodal therapy described herein provides and/or administers a plurality of agents that function in a coordinated manner to provide a therapeutic benefit to a subject in need thereof, e.g., a subject having a cancer."
Compositions and methods related to engineered erythoid cells comprising 4-1BBL,"The invention includes compositions and methods related to multimodal therapies, e.g., for treating a cancer. A multimodal therapy described herein provides and/or administers a plurality of agents that function in a coordinated manner to provide a therapeutic benefit to a subject in need thereof, e.g., a subject having a cancer."
Synthetic membrane-receiver complexes,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
METHODS OF GENERATING ENUCLEATED ERYTHROID CELLS,Provided herein are methods of generating a population of enucleated erythroid cells.
ERYTHROID CELLS COMPRISING ARGININE DEIMINASE,"Compositions comprising synthetic membrane-receiver complexes, methods of generating synthetic membrane-receiver complexes, and methods of treating or preventing diseases, disorders or conditions therewith."
